timestamp,lat,lon,Total,Countrate,U238,K40,Th232,Cs137,Height,Press,Temp,Hum
1751446739542,47.97127856555024,16.50708830631579,498,134,0.213,217.99,47.65,11.183,246.92154354066986,997.6985954114713,35.55196009975062,34.686279301745635
1751447117835,47.97129480212164,16.50632840162659,491,158,17.386,122.49,38.236,-0.103,242.315243281471,997.3639020618556,35.95,32.83711340206186
1751447051793,47.97129867890123,16.506663193629457,484,160,25.938,157.73,28.78,10.908,241.31492343658678,997.4222026272032,35.89321250415697,32.96678749584303
1751446934693,47.97131118877612,16.507293310208954,451,156,36.276,221.956,14.716,15.082,242.9859408955224,997.2524733532935,35.77,33.53938622754491
1751446976732,47.971311876429716,16.506940444254408,440,165,30.414,34.685,28.78,6.986,243.84501443078568,997.0974847305389,35.81,33.29965069860279
1751447213914,47.97131785789473,16.50716588579413,428,136,16.426,117.099,30.944,2.277,265.1492352119236,996.002222005988,36.15,32.565369261477045
1751446817595,47.971320348968185,16.507921451633706,438,156,24.695,261.186,1.163,2.137,244.82967411865863,997.0887793017456,35.68,34.03858354114713
1751446835609,47.97132687986201,16.507566488486418,426,142,16.326,108.145,32.497,1.572,243.92166451056488,997.0391194610778,35.69,33.9748502994012
1751447120836,47.971343355234836,16.506233948630136,545,167,32.568,153.996,31.252,3.422,242.2813219178082,997.3566683965403,35.95286759813706,32.835735196274115
1751447048790,47.97134498589928,16.506574858705036,520,160,31.286,156.559,25.063,12.147,241.33037410071944,997.4178571856288,35.89,32.95644710578843
1751446931690,47.971356736,16.507207481270587,484,156,25.697,88.262,15.583,35.724,242.98825411764705,997.241491371571,35.77,33.54
1751446979734,47.97136370384431,16.50684288577607,462,154,21.206,134.004,25.455,35.218,243.79861845266697,997.0930485785536,35.81,33.27934164588529
1751446814592,47.97137338095238,16.507819721138212,475,168,-0.883,228.806,39.838,0.411,244.95565969802553,997.0973958083832,35.671437125748504,33.88586826347305
1751446838612,47.97137468294985,16.507473719587022,432,137,15.212,225.371,20.612,18.495,244.14842359882005,997.0228501246883,35.69,33.94745635910225
1751447045787,47.97139603797158,16.50647826320431,521,179,5.407,237.702,32.96,34.224,241.33006173444392,997.4033421350183,35.89,32.96352843365481
1751447123838,47.971397051,16.50613073,568,183,38.803,86.079,27.781,22.863,242.25934142857142,997.3518037246425,35.96285334220153,32.84429331559694
1751446928687,47.97140689867452,16.507111954344627,464,157,17.236,88.757,34.978,18.236,242.96649042709868,997.2168665668662,35.76064870259481,33.55935129740519
1751446982738,47.971417535340315,16.506741691186736,502,177,34.066,123.079,12.601,26.552,243.70148429319372,997.0871088323354,35.81,33.26
1751446811590,47.97141810618112,16.507729035409678,414,136,23.27,70.226,22.846,26.738,245.01986152371825,997.101375998004,35.67,34.07
1751446841615,47.971423885622215,16.507379769608328,430,153,15.122,152.33,34.161,-2.091,244.2716787307883,997.0063487025948,35.69,33.911252495009975
1751447210911,47.9714398289767,16.5069066852077,499,169,43.511,269.314,3.473,12.722,265.1561671732523,996.1298996508729,36.15,32.64162094763092
1751447126841,47.97144362222222,16.50604210760234,621,202,23.291,267.735,34.312,14.691,242.17818128654972,997.3434363273453,35.97,32.824318030605454
1751447042786,47.97144432282784,16.50638241268214,542,179,43.62,102.808,19.638,34.289,241.45416135995683,997.3803416694379,35.883255736614565,32.956511473229135
1751446925686,47.971460208938545,16.5070095132216,503,156,15.771,36.035,36.946,22.746,243.0251098696462,997.1939599002494,35.76,33.5979650872818
1751446985740,47.97146162166776,16.506656472619827,570,178,41.47,199.028,12.602,35.348,243.66340906106367,997.0811646882793,35.810294264339156,33.259117206982545
1751446808587,47.97146755325243,16.50763226174757,433,139,32.576,51.683,22.369,7.86,245.2996504854369,997.1064243890274,35.67,34.07851371571072
1751446844617,47.97147331969932,16.507284535355108,429,145,14.782,175.707,21.242,7.887,244.43037376879212,996.9979934131736,35.7,33.916317365269464
1751447129844,47.97149209694323,16.505948794080545,680,229,38.569,125.375,46.72,26.595,242.16986899563318,997.3375661456602,35.972830063185896,32.8071699368141
1751447039783,47.971493346299724,16.5062876426457,616,221,14.722,224.896,41.313,2.278,241.3167664199815,997.354732191553,35.88,32.95673096109079
1751447207908,47.97149491404435,16.50678917555438,595,215,39.402,412.065,13.33,59.707,265.1851040126716,996.3540806982544,36.143695760598504,32.65260847880299
1751447198902,47.97149493862172,16.50678410951909,548,171,58.857,139.119,-0.986,42.903,253.72809568666335,997.1394291770574,36.14,32.55
1751447189896,47.971496074705605,16.50677937268017,544,177,8.06,218.721,39.623,56.578,243.0167743758832,997.3641191616766,36.12383233532934,32.52766467065869
1751447204906,47.97149843047404,16.506781438194132,678,228,71.473,387.191,4.451,72.154,265.0727986455982,996.6464025948103,36.14,32.63743512974052
1751447186893,47.97150168165322,16.50675558659274,560,188,50.151,102.289,20.585,21.452,241.02569203629034,997.38814159601,36.12,32.51385037406484
1751446922683,47.971503181166746,16.50692640868167,467,158,22.044,61.869,31.962,8.363,243.09620532843363,997.1759577844311,35.76,33.59791916167665
1751446988742,47.971515306480114,16.50655790569465,554,173,32.233,48.469,30.548,45.173,243.48342317133037,997.0807185628743,35.82,33.24946107784431
1751446805586,47.97152026,16.50752608825,417,136,8.91,282.424,16.657,4.23,245.43918,997.1190357784432,35.67,34.10697604790419
1751447183891,47.97152188291645,16.506653668919636,556,169,13.992,147.269,48.477,5.352,241.06405375199574,997.3940548902195,36.11,32.54
1751446847619,47.97152265477707,16.507189396178344,448,153,11.692,115.62,38.02,6.448,244.48642675159235,996.9890626247504,35.7,33.89120259481038
1751447036781,47.97154201881994,16.506192231332655,639,237,69.356,357.575,15.949,-2.946,241.38545778229908,997.3273327236448,35.88,32.98014299966744
1751447180888,47.97154285159963,16.506539258135284,563,201,31.684,177.558,29.851,26.901,241.08149771480802,997.3941443890274,36.10389027431422,32.55
1751447132848,47.97154512542373,16.505848249509366,727,201,47.11,207.896,47.987,8.487,242.0778412132025,997.3279594945128,35.98282008646491,32.80282008646491
1751446919681,47.97155292374101,16.506828197841728,590,221,-30.359,205.908,87.472,49.043,243.05200359712228,997.1571342144639,35.76,33.599281795511224
1751446991745,47.971564369435896,16.50646673605128,696,210,59.569,236.601,31.9,5.664,243.18597692307694,997.0843653366584,35.82,33.220254364089776
1751447177886,47.9715649005184,16.506420746137895,608,214,52.301,268.526,30.319,-8.432,241.06786677034734,997.3946345309381,36.093912175648704,32.55173652694611
1751446802584,47.97156491547619,16.507440574313186,418,130,5.619,243.664,20.027,22.677,245.3712206959707,997.1208311377245,35.661536926147704,34.10153692614771
1751446850622,47.971575176879696,16.507088468609023,460,140,18.822,181.393,26.564,18.04,244.56309586466165,996.9825845386534,35.7,33.888812967581046
1751447174883,47.97158641240229,16.50630689249609,714,264,57.843,513.987,18.479,13.404,241.23972225117248,997.3899063872256,36.083932135728546,32.57
1751447033778,47.9715871233298,16.50609904093319,862,321,127.62,520.401,13.761,-3.598,241.23144750795336,997.3011463917526,35.88,32.99670103092784
1751447135850,47.97159591733478,16.505753722210184,685,227,49.952,59.358,47.077,16.26,242.04130444203685,997.3181062874252,35.99,32.798782435129745
1751446742544,47.971597155502955,16.506762754852073,1243,374,218.061,549.487,-19.041,225.382,246.75039053254437,997.6684345309382,35.56,34.612255489021955
1751446916677,47.97160212562929,16.50673162622426,1179,478,-35.897,376.233,157.12,280.328,243.0589656750572,997.1305060878243,35.75,33.618542914171655
1751447171882,47.97160792154326,16.50619080209634,879,299,88.355,962.937,4.81,9.219,241.38191748438894,997.3878296259351,36.07396009975062,32.60603990024938
1751446994747,47.971613809852215,16.50637058953202,1142,313,82.225,1915.512,25.76,-16.387,242.9970129310345,997.090661976048,35.82,33.210459081836326
1751446799594,47.97161677712177,16.5073393843437,430,147,41.852,65.805,2.824,22.259,245.2965303110174,997.1262375062344,35.66,34.11688778054862
1751446853625,47.971619877352296,16.507003136323853,511,159,39.828,147.041,7.5,69.419,244.6581433260394,996.9769161676646,35.7,33.88
1751447168880,47.97162891845494,16.506072361802577,991,343,109.374,1053.084,10.614,-3.084,241.59719527896993,997.3806865269461,36.06398203592815,32.61601796407185
1751447030774,47.97163608690909,16.506003509454548,935,322,98.534,1268.726,-11.573,6.507,241.07337454545456,997.2854398403724,35.88,32.99330894579315
1751447138852,47.97164434563998,16.50566145507394,706,249,32.92,123.858,41.842,18.018,242.1597383987761,997.3132073827735,35.992790156301965,32.76720984369804
1751446913674,47.971649492556054,16.5066400167713,1436,447,-27.976,460.697,132.697,464.659,243.04713139013452,997.0982289276807,35.75,33.619251870324184
1751447165876,47.97165003142713,16.505958227024294,889,306,109.022,836.457,9.01,3.653,241.72748532388664,997.3724986526946,36.05399700598802,32.65200598802395
1751446796591,47.971664959753596,16.507246270020534,441,146,48.509,319.226,-6.78,14.017,245.33096714579054,997.1318315211969,35.65157605985037,34.13842394014963
1751446997749,47.97166586352087,16.506269897050814,1638,507,99.334,4118.071,-11.98,-10.435,243.07268557168786,997.0938571072318,35.82020947630923,33.21979052369077
1751447162873,47.97167181424871,16.505838841450775,756,244,67.913,586.514,17.509,-0.564,241.6806360103627,997.3596554391219,36.044016966067865,32.65
1751446856628,47.97167325126214,16.50690384805825,817,225,17.051,168.326,27.275,268.935,244.71185242718445,996.9687129740519,35.7,33.86655688622754
1751447027773,47.97168583262411,16.50590068439716,1028,339,106.113,1157.044,25.947,-13.842,240.72320567375886,997.2555825739939,35.87332889923512,32.996671100764885
1751447141855,47.97169177288136,16.505569327118646,697,246,38.573,292.158,31.801,18.229,242.11706779661017,997.3059388888889,36.00277777777778,32.76277777777778
1751447159870,47.97169287123671,16.505719128427533,722,253,56.781,230.974,42.425,15.315,241.67059541130388,997.3406896311067,36.04,32.658075772681954
1751446910671,47.97169953527174,16.506541334782607,1120,367,97.099,994.641,17.846,142.535,242.91530380434784,997.0790711077844,35.75,33.62923652694611
1751447156868,47.97171435300261,16.505601845691906,698,221,35.603,159.595,38.806,51.382,241.71101131418624,997.3214462075849,36.03,32.67187624750499
1751447000751,47.971715551843936,16.506173579743454,2162,678,125.97,6093.805,-6.938,-65.565,243.06827044361305,997.1000203093813,35.83,33.19
1751446793589,47.97171706221158,16.507149576882888,434,150,3.551,81.726,34.589,25.022,245.34200653025687,997.1405034413965,35.65,34.13160099750624
1751446859630,47.97172868410005,16.50679975225547,972,331,26.303,375.994,13.398,324.497,244.72805404198303,996.960997107232,35.7,33.867745635910225
1751447024770,47.97173108857143,16.505804934693877,894,289,74.019,803.33,28.359,16.317,240.6238693877551,997.2108316367267,35.87,33.01998003992016
1751447153865,47.97173399052133,16.505499148151657,657,214,38.229,167.986,39.092,15.01,241.79106445497632,997.3048061845386,36.03,32.70184039900249
1751447144858,47.9717353042042,16.50548825185185,648,232,15.635,186.621,43.15,36.528,241.97932532532533,997.2957054862843,36.01,32.76170074812968
1751447150862,47.97173603165354,16.505487831653543,693,233,9.879,250.478,58.065,22.698,241.84565091863516,997.2924027930175,36.02,32.73
1751447147860,47.97173751823158,16.50548377056842,653,211,36.073,164.103,31.506,19.413,241.89996884210527,997.2825510723192,36.0141246882793,32.7558753117207
1751446907671,47.97174487204409,16.506450278857713,1574,658,173.86,3195.729,-18.105,-29.833,242.94203406813628,997.0744112219452,35.75,33.62159600997506
1751447003754,47.97176712600402,16.506076061144576,2303,768,203.63,6099.691,-49.184,-38.27,243.08827409638553,997.1011300898205,35.83,33.19950598802396
1751446790586,47.971769988235295,16.507047841176473,494,155,-1.709,233.824,30.488,18.086,245.49717647058822,997.1438928143713,35.64161676646707,34.1651497005988
1751446862632,47.971773486172566,16.506715155143805,865,297,45.182,178.02,34.265,152.288,244.59457024336285,996.9629865835411,35.7,33.85669326683292
1751447021768,47.97177871968057,16.505704849356004,756,237,37.111,540.411,41.483,12.098,240.8450463678516,997.162230074813,35.860039900249376,33.06980049875312
1751446904669,47.97179500283871,16.50635347832258,2806,1140,193.005,7877.224,-31.009,-69.844,242.9073393548387,997.0694828343313,35.740818363273455,33.63
1751447006757,47.97181793125884,16.50597795997171,1755,676,121.223,4469.645,-4.011,-53.584,243.1135558698727,997.1123820359282,35.84,33.15985029940119
1751446787583,47.971818078965185,16.506963620841393,565,185,55.718,151.843,11.767,5.033,245.5650169245648,997.1398488279302,35.64,34.18672817955112
