RECS_fid,Lat_deg,Lon_deg,DosPGIS_nGypH
807,47.975124,16.512888,50.857
808,47.975132,16.512877,51.138
809,47.97514,16.512865,50.091
810,47.975147,16.512856,48.389
811,47.975151,16.512844,48.147
812,47.975159,16.512836,47.992
813,47.97517,16.512833,47.639
814,47.975174,16.512831,48.682
815,47.975185,16.512831,49.69
816,47.975193,16.512825,50.868
817,47.975201,16.512817,49.699
818,47.975208,16.51281,50.568
819,47.975216,16.512802,51.289
820,47.97522,16.512796,51.68
821,47.97522,16.512792,51.802
822,47.97522,16.512792,52.757
823,47.97522,16.512791,52.426
824,47.97522,16.512791,52.521
825,47.97522,16.512791,51.833
826,47.97522,16.512792,53.707
827,47.97522,16.512791,51.995
828,47.97522,16.512791,51.814
829,47.97522,16.512791,52.907
830,47.97522,16.512791,53.525
831,47.97522,16.512791,53.096
832,47.97522,16.512791,53.247
833,47.97522,16.512791,52.97
834,47.97522,16.512791,52.301
835,47.97522,16.512792,52.584
836,47.97522,16.512792,51.917
837,47.97522,16.512792,54.702
838,47.97522,16.512792,54.294
839,47.97522,16.512791,52.371
840,47.975208,16.512787,50.9
841,47.975197,16.512781,48.819
842,47.975189,16.512775,46.534
843,47.975178,16.512762,46.413
844,47.975166,16.512741,47.432
845,47.975151,16.512726,48.858
846,47.975143,16.512712,48.355
847,47.975128,16.512695,46.582
848,47.97512,16.512682,46.208
849,47.975113,16.51267,45.963
850,47.975101,16.512659,46.519
851,47.975094,16.512646,46.948
852,47.975082,16.512634,48.203
853,47.975075,16.512621,46.669
854,47.975063,16.512607,48.036
855,47.975056,16.512592,48.119
856,47.975044,16.512579,48.6
857,47.97504,16.512567,50.765
858,47.975033,16.512558,51.389
859,47.975025,16.512548,48.888
860,47.975017,16.512537,48.924
861,47.97501,16.512527,49
