RECS_fid,Lat_deg,Lon_deg,DosPGIS_nGypH
723,47.975063,16.512566,53.339
724,47.97506,16.512573,53.633
725,47.975048,16.512586,52.937
726,47.97504,16.512596,52.42
727,47.975037,16.512606,52.401
728,47.975029,16.512617,52.354
729,47.975025,16.512628,52.072
730,47.975017,16.51264,53.167
731,47.97501,16.512651,52.638
732,47.975002,16.512665,52.33
733,47.974995,16.512682,52.43
734,47.974983,16.512695,53.557
735,47.974972,16.512705,59.706
736,47.974964,16.512714,93.809
737,47.974956,16.512726,133.518
738,47.974945,16.512735,144.251
739,47.974937,16.512743,137.47
740,47.974934,16.512751,125.662
741,47.974926,16.51276,112.702
742,47.974922,16.512766,99.314
743,47.974914,16.512773,88.669
744,47.974907,16.512781,79.484
745,47.974899,16.512791,73.071
746,47.974895,16.512798,67.627
747,47.974888,16.512808,62.777
748,47.974884,16.512821,59.375
749,47.97488,16.512831,57.684
750,47.974872,16.51284,55.311
751,47.974865,16.51285,53.889
752,47.974857,16.512857,53.637
753,47.97485,16.512871,55.135
754,47.974838,16.51288,54.361
755,47.974831,16.51289,54.384
756,47.974819,16.512899,53.815
757,47.974812,16.512911,53.385
758,47.974812,16.512916,54.103
759,47.974812,16.512924,53.863
760,47.974815,16.512936,55.15
761,47.974819,16.512932,54.147
762,47.974819,16.512924,53.9
763,47.974823,16.512918,52.589
764,47.974831,16.512911,52.458
765,47.974846,16.512899,52.155
766,47.974857,16.512892,50.5
767,47.974865,16.512882,50.517
768,47.974876,16.512871,49.768
769,47.974888,16.512863,49.804
770,47.974899,16.512852,49.391
771,47.974914,16.512838,50.276
772,47.97493,16.512831,50.653
773,47.974945,16.512825,51.86
774,47.974949,16.512815,52.87
775,47.974956,16.512808,55.203
776,47.974964,16.512798,57.811
777,47.974972,16.512789,61.233
778,47.974983,16.512777,65.276
779,47.974995,16.512766,68.618
780,47.975002,16.512754,68.652
781,47.97501,16.512745,68.813
782,47.975021,16.512732,67.224
783,47.975025,16.512724,65.811
784,47.975033,16.512712,62.126
785,47.97504,16.512703,59.341
786,47.975048,16.512695,58.096
787,47.975052,16.512686,56.522
788,47.97506,16.512672,55.204
789,47.975063,16.512659,54.673
790,47.975071,16.512646,53.022
791,47.975075,16.512634,51.501
792,47.97509,16.512623,49.745
793,47.975098,16.512615,48.937
794,47.975101,16.512613,48.466
795,47.975113,16.512623,48.108
796,47.975117,16.512634,48.114
797,47.975113,16.512642,48.4
798,47.975109,16.512651,47.623
799,47.975101,16.512659,46.892
800,47.97509,16.512676,46.982
801,47.975082,16.512688,47.263
802,47.975071,16.512699,47.572
803,47.975056,16.512712,47.358
804,47.97504,16.512722,47.288
805,47.975033,16.51273,48.212
806,47.975021,16.512741,49.718
807,47.975014,16.512756,52.275
808,47.975002,16.51277,53.642
809,47.974995,16.512779,55.487
810,47.974987,16.512792,58.257
811,47.974975,16.512804,59.35
812,47.974964,16.512817,60.349
813,47.974956,16.512829,60.39
814,47.974949,16.512836,60.56
815,47.974945,16.512848,59.85
816,47.974937,16.512859,57.496
817,47.97493,16.512871,55.658
818,47.974926,16.512884,53.766
819,47.974918,16.512897,53.168
820,47.974907,16.512911,51.641
821,47.974903,16.512922,50.234
822,47.974892,16.512936,49.929
823,47.974884,16.512949,49.872
